Q,A,label
전 수면에 패배해 잠들고 말았어요. 하지만 일어난 지금 배가 고파요. 그런데 먹을 게 없어요.,"시로님 좀비 아니죠, 그렇죠? 왜 식자재가 없죠. 어서 식료품 가게 다녀오세요. 아, 그리고 혹시 디엠 가능하신가요! ",0
그거 거기밖에 없는 거예요? 저 오늘 동네에 있는 인형뽑기방 다 돌아다녔는데 못 찾았어요.,저도 잘 모르겠어요. 트위터에서 본 토끼 인형은 저도 거기 한 군데 빼고는 다른 데서 판다는 증언을 못 봤어요. ,0
감사해요.,그리고 우리 동네도 지하상가 있어요! 잠실보다 커요! ,0
감사해요.,,0
네. 인천 살아서 자주 가요.,전 치과 때문에 부평역에 가 봤는데 너무 넓어서 어디가 길인지 모르겠더라고요.,0
너무나도 맛있어서 심금을 울리더군요. ,저도 그전에는 부대찌개 무시했는데 이거 먹어보고는 이야 기가 막히네 했어요. 저는 식탐이 많아서 갈 때마다 부대전골이에요.,0
"아니, 뭔가 당연한것 처럼 말하시네요.",인싸랑 말 못해요.,0
좋아요. 아는 분이 받아 주신 거라 아마 힘든 일은 아닐 거예요! 무려 가게까지 차도 태워주셔요.,우왕. 좋네요! 아르바이트 파이팅이에요! ,0
원래 너무 큰 매장보다 좁은 데가 더 맛난 법이죠!,맞아요. 큰 기대 없이 먹었는데 그럭저럭 괜찮았어요! 덤덤하게 들어가서 밥 느긋하게 먹고 나오기 좋은 것 같아요.,0
오늘은 내려가니까 있었어요! ,다행이에요. ,0
내일 가게 되면 꼭 물어볼게요. ,,0
돈이 없는 건 아닌데 그냥 질러버릴까요?,여행은 옳아요.,0
돈이 없는 건 아닌데 그냥 질러버릴까요?,여행은 옳아요.,0
돈이 없는 건 아닌데 그냥 질러버릴까요?,여행은 옳아요.,0
돈이 없는 건 아닌데 그냥 질러버릴까요?,싱가폴 항공 70주년 기념 할인도 잊지 말아요!,0
갈매기한테 밀렸네요.,아니 진짜요. 진님 여기 갈매기들 우리 뭐 먹고 있으면 와서 내놓으라고 소리쳐요. ,0
안 돼요. 썸 카페 가서 해요.,천재시네요. 그 생각을 못 했네요! ,0
진짜 가게요? 장난으로 말한 건데 거기 한 번도 안 가 봤는데 조용해요? ,시끄러웠던 것 같았아요. 근데 평소엔 조용해도 그날은 시끄러울듯해요. 샤우팅들이 가득하지 않을까요?,0
가까이서 보면 더 예뻐요.,진짜 이쁘겠어요.,0
마우스치곤 좀 그렇긴 하네요.,그래서 내 것만 살 거예요. ,0
밥은 맛이 없는 걸요.,그럼 어쩔 수 없어요. 맥도날드 가세요. ,0
동갑은 맞는데 우리 학교가 남녀 분반인데 내가 윤리 수업만 합반이라 우리 반이랑 걔네 반이랑 섞여요. 그때예요! ,가끔 보면 엄청 설레겠어요. 둘이 톡 같은건 해요? ,0
그렇죠? 괜히 좋아하는 게 아니에요. ,완전 부러워요. 그러면 학교 다니는 게 행복하겠어요. ,0
졸업이라뇨. 졸업하면 그 다음에 뭐해야 하죠? 무섭네요! ,,0
근데 신전은 어제도 먹어서요.,일주일 채워 봐요.,0
시험 끝나시면 만나요.,너무 멀었지만 끝나기 전에 쩜오에서 만나요.,0
네! 애쉬님도 맛난 거 드시고! 푹 쉬세요.,,0
네. 츄추님도 맛있는 저녁 드세요.,,0
저도 비애님 보고 싶어요. 재밌었어요.,진짜 재밌었어요. 너무 금방 끝나 아쉬웠고 진짜 시간 빨리 가면 좋겠어요.,0
부산 코믹 월드 가고 싶어요. 닐구 전용 기차가 필요해요. ,전용 기차라니요. 그거 사는 게 더 들듯하네요. ,0
난 8월 중순까지는 안 아플 거예요. ,빨리 같이 아파요. ,0
마트에 보면 비닐 안에서 키워 딱 크기가 비닐 크기만 하게 자란 호박도 팔잖아요. 수박도 네모나게 대면 자르기도 수월하고 암튼 여러모로 좋을 거 같아요. 쓰레기 버릴 때도 잘라서 버리기 좋고요.,맞아요! 수박이 혼자 사는 사람은 너무 먹기 귀한 음식이라 수박 파티 한번 해야 될 것 같아요. ,0
코타키나발루 이런데 말하는 거예요. ,태국 가고 싶어요. ,0
가야죠. 안 갈 거예요?,예비군 옷 입고 가야겠어요.,0
오늘 밤샘이죠. 뭐.,하루라도 술을 안 먹으면 병 나는 섬세한 아이인데 밤샘 야근이라뇨!,0
"가격도 640엔에서 800엔에 양도 소, 중, 대, 특대 마음대로 가능해요. 완전 좋아요.",여름에 놀러 가면 먹어 봐야겠어요. ,0
그래요.,,0
겟아웃이요! ,겟아웃이 공포에요? ,0
겟아웃이요! ,겟아웃이 공포에요? ,0
겟아웃이요! ,공포 영화 보러 가고 싶어요! ,0
꼭 먹어 볼게요. ,소스도 선택할 수 있어서 좋은 거 같아요.,0
아하. 대타 출동하셨군요. 고생 많으셔요.,어휴. 아니에요. 밤새워서 피곤하실 텐데 푹 쉬셔요.,0
따로 알아 볼게요! 길게 써드렸는데 무슨 말인지 모르겠어요! 죄송하고 감사해요! 뭐랄까 궁금한 건 비트코인 자체보다 저 사람들이 돈벌었다는 게 무슨 일인지 궁금한 거였어요. ,단순히 예전에는 각 코인이 만들어지는데 시간이 적게 들었고 그 만큼 코인당 현금 가격이 낮았는데 지금은 더 이상 코인이 늘어나지 않는 상황이다 보니 코인당 현금 가격이 불어난 상태 라고 보시면 돼요. ,0
큰 병원도 가고 그랬는데 너무 피곤한 하루였어요. 뭘 하든 불안해요. 모음이는 왜 아파요? 누가 아프게 했어요! ,나 선천적으로 체육을 너무 못 해요. 체육 시간 지나고 나면 끙끙 앓아요.,0
"와, 대체 이게 무슨 일이죠?",,0
맞다. 그렇겠어요.,알바를 잡아먹으려고요? ,0
세상에나 갈래요. 가게 해주세요.,가서 거기의 모든 에너지를 뽑아와요. 우리 부자가 되어봐요.,0
"아, 그래요? 아니면 한국의 화장품과 먹을거리라도 보낼게요!",뭔가 일본의 원하는 물건이 있으면 말해주세요. ,0
"아, 그래요? 아니면 한국의 화장품과 먹을거리라도 보낼게요!",감사해요.,0
전 재수는 안 할 거예요. 수시 안 되면 정시로 점수 맞춰서 갈 거예요.,"어차피 사서 교사가 희망 진로라서 4년제만 가서 졸업하고 공무원 시험 합격하면 되는데, 갈 수 있는 곳보다 낮은 학교 가게 되면 분명 자존심 상해서 재수하겠다고 저 왠지 난리칠 것 같아요. 재수 안 하고는 싶은데 말이죠.",0
저는 지방인 이라서요. 애초에 방청 신청을 해야겠단 생각을 하질 않았어요. 시간이 안 될 것 같아서요.,에고. 이럴 땐 지방에서 사는 게 많이 아쉽긴 하죠. 뭐만 하면 서울에서 한다 하니까요. ,0
네! ,,0
네. 우리 동네 애들 만날 건데 너도 같이 가요. ,"오, 좋아요! ",0
"7월, 8월은 성수기니까 괜찮은 건가요? 가고 싶은데 너무 덥기도 할 것 같아서요.",더운 것보다 날씨가 은근 변덕이 심해서요. 대만은 비 오면 정말 할 게 없거든요.,0
답답해요.,어쩌다 거기까지 가게 됐어요. ,0
일본 처음 갔을 때는 관심 별로 없을 때 간 거였어요. 과거의 나 정말 뭐 한 거죠.,,0
잡월드였나?,그게 뭐에요?,0
가격을 인하하면 조금 나아질까요? 두세 달은 고비일 것 같아요.,,0
"혼자서 먹기는 정말 많은 양이니, 다른 누군가와 같이 사 먹는 걸 추천해요.",,0
방학하고 7월쯤에 놀러 와요!,,0
앗 대신 비싸요.,"괜찮아요! 저 맨날 새로운 반짝이 네일 나오면 가격 생각 안 하고, 사고, 언니 주고 그랬거든요. 전생에 까마귀였나, 반짝이만 보면 정신을 차릴 수가 없어요.",0
올라갈 때 타려고요.,궁금해요. 가격 차이 많이 나요?,0
네!,,0
"집 근처로 가는 거라서 학교는 가요,",학교 다녀오면 이사 끝이라서 새롭겠어요.,0
으악 쭈삼. 쭈삼도 안 먹은 지 너무 오래됐네요. 매콤 달콤한 쭈삼이 먹고 싶어요.,쭈삼에 볶음밥 먹고 싶어요. 저희 뒤풀이 이런 걸로 먹으러 가요.,0
아 하긴 그렇겠네요. 그래도 조금 걱정 덜었어요. 감사해요!,,0
바로 사줘요.,여기서 사기는 힘든 듯해요.,0
그래요!,,0
내일 시간 있으면 여섯 시에 우리학교 축제 놀러 와요! 시간상으로 오늘이군요.,왜 내일이죠! 왜! 내일은 선약이 있습니다.,0
날 잡아요.,좋아요! 좋아요! 조만간 연락할게요.,0
"오사카, 나라 이렇게 가요! 교토가 오사카랑 그나마 가깝지요? 시간 되면 가보려고요! 유니버셜 스튜디오도 갈 거예요.",,0
그래서 안 먹고 있어요.,,0
네. 걱정해주셔서 감사해요.,,0
저도 그런 곳에 가보고 싶어요!,먹을거리 볼거리 다 있는 재미있는 곳이요.,0
약 어제 먹었는데 오늘 아파요. ,아이고 큰일이네요. 학교 가기 전에 병원 갔다 와야겠어요.,0
6월부터 공부 스케줄 바빠져서 스케줄 보고 시간 맞으면 가요!,그래요!,0
너도 가요?,당연하죠. 친구가 같이 갈 수 있을지 없을지 확실하진 않지만 혼자라도 이건 갈 거예요. 대박이에요.,0
청심환은 왜요?,면접 보러 가니까요! 긴장 너무 돼서 못 살겠어요! 잘 할 거라고 생각했었는데 아닌가 봐요.,0
원래부터 금요일에는 수업을 안 넣었어요.,목요일은 집으로 가네요.,0
아! 그럼 비용 조금 덜 들어갔겠네요!,네. 유니버셜이 비용이 굉장히 많이 나가더라고요.,0
12시요.,아주 늦었네요.,0
아 그러네 목요일이네요 오늘. 나 참 시간 개념이 없어요.,,0
아 닭꼬치가 4000원이라니요. 슬러시가 3000원이라니요. 이게 무슨 경우예요.,와 먹을 수 있을까요? 대체 어떤 기준으로 가격을 정한 건지 궁금해지네요.,0
컵라면을 싼 가격 때문에 먹느라 두 개먹기도 애매했네요. 배 채우려면 그냥 칼로리 높은 음식을 먹어야겠어요.,아 전 점심에 컵라면 먹다 입맛 확 떨어져서 다 버렸어요. 그냥 밥 종류가 최고인 듯해요!,0
저희도 오늘 진로체험이라고 왔어요.,아 가고 싶었지만 진로부가 아니라서요.,0
네네! 잘 다녀올게요!,,0
그래서 섞어서 알아보고 있어요. 이거 너무 어렵네요.,,0
좋네요! 너무 어려워요 이거.,"맞아요. 티켓 종류 3972628493개고, 막 한국말로 돼 있어서 헷갈릴 판국에 영어 독어고, 커버하는 도시 어디가 어딘지도 헷갈리고요. ",0
네네.,,0
이번에는 짧게 있고 다음번에도 짧게 있어요. 나중에 저 한국 가면 놀러 오세요!,네네. 물론이죠!,0
자꾸 질문해서 죄송합니다. 1봉지에서 8봉지 가격이 3700원인데 한 봉지 당 3700원인 건가요?,"네. 1봉지에서 8봉지 구매 시에는 각 봉지 당 3800원, 9봉지 에서 12봉지 구매 시에는 각 봉지 당 3600원이에요!",0
차로 들어가기에는 도로가 스쿠터 위주로 되어 있다 보니 조금 불편하다고 해요! 배 티켓 가격도 비싼 편은 아니라고 하셔서 단체 카카오톡 방에서 이야기해보는 것도 좋을 것 같아요.,,0
네네 맞아요! 베이컨은 없고 얇은 햄 두 장 정도가 들어있었어요. 최고예요.,,0
살살 녹도록 맛있었어요. 허기지는 느낌이 아니라 포만감 드렸다니 다행이에요.,,0
은근히 많이 안 쓰네요?,밥은 싼 곳 찾고 숙소는 캡슐호텔에서 잤고 굿즈도 가격비교해서 사다 보니 그런 것 같아요. ,0
그렇군요!,,0
네. 확실히 한 사람 허락 맡기도 어렵네요. ,,0
좋아요. 윰님도 푹 쉬세요.,구뀨님도요! 저는 병원 가고 있어요. ,0
이럴 수가! 먹으세요!,,0
치즈! 저는 가래떡 들어간 걸 제일 좋아해요!,가래떡도 좋아요. 맛있어요.,0
가게라서 그런 걸 수도 있어요. 보드카도 개인이 사면 싸니까요.,"저희 sns 올리면 그거 주고 있는데, 비싼 거라고 여태 말했는데 수정해야겠어요.",0
가족과 함께 드셨나 봐요! 맛있게 드셨다면 다행이네요!,친구들 하고 갔어요. 가락시장이 싸더라고요.,0
맞아요. 낮에는 정말 여름처럼 햇빛 쨍쨍하더라고요.,,0
로손 크림 빵도요!,롤케이크요!,0
음료랑 아이스크림이랑 크림 빵이요.,,0
저는 그냥 많이 먹고 싶어요. 축제 참가해볼까 했는데 오사카 마츠리는 6월 말이라서 안 될 것 같더라고요. 그냥 많이 먹으러 다니고 곤약 젤리 이런 거 사 오려고요.,,0
"애니메이션 좋아하시면 덴덴 타운이 유일한 옵션이고요, 산책 좋아하시면 스텐노지나 오사카성 외부가 괜찮고, 맛집 찾아가실 거면 츠텐카쿠 주변이나 도톤보리 츠루하시역 주변이 좋습니다. ","오사카 음식값은 1인 기준 하루에 3000엔 정도면 세 끼 만족스럽게 해결할 수 있고, 술이나 비싼 거 포함해도 5000엔이면 될 거예요. 음식값을 아끼려면 편의점이나 규동집 추천해요.",0
맞아요. 얼른 방학해서 쉬고 놀러 다닐래요.,방학 언제쯤 하지요.,0
"안돼요. 저 아직 아침, 점심도 못 먹었어요.",그럼 큰일인데 장난칠 일이 아니군요.,0
서울에서 찾아봐 주세요.,,0
앗 좋아요. 한 번 해보겠어요.,,0
"네, 오늘 배송이 전부 완료됐어요.",네! 감사합니다. 며칠 문 열어둬야겠네요!,0
제주도 소인국 테마파크요! ,고마워요. 나중에 제주도 가게 되면 인증 사진 보낼게요.,0
헉 그렇군요. 대박 너무 좋아요. 고마워요. 쉽게 일정 짤 수 있겠어요.,JR 티켓은 꼭 끊으세요 진짜로! 아 그리고 지하철 입구랑 지리가 다 비슷비슷하게 생겼으니까 처음 들어간 지하철이 몇 번 출구인지 사진 찍어두시는 게 좋아요. ,0
"거기는 배송비 수수료 덜 떼고, 표기되는 가격 그대로예요. 대신 최소 금액이 있는 걸로 알고 있어요.","진짜네요, 감사합니다. 좋은 정보 알아가요! 다음에 살 때 참고할게요.",0
그렇다면 역시 제육볶음! 고기 최고예요. 고기 사랑,,0
좋아하시면 케이크죠!,단 걸 좋아한다기보다는 초콜릿을 좋아합니다.,0
그냥 밥 먹고 영화 봐요! 겟아웃 볼 건데 벌써부터 너무 무서워요.,우와 재미있겠네요. 잘 놀고 와요.,0
맞아요. 든 건 별로 없는데 너무 비싸요. 맛나긴 하지만요.,,0
묵사발 정말 좋아하는데 파는 곳이 은근히 별로 없지 않아요?,맞아요. 저도 저 가게에서 묵사발 처음 먹어봤어요.,0
음 이천 원이었어요.,대박이네요.,0
맛있어요! 앞으로 이것만 먹어야겠어요.,,0
네네 맞아요. 그거 다 모자 달라요.,맞아요. 귀여워요.,0
진짜요?,"네. 마지막으로 안경 바꾼 게 꽤나 돼서 기억은 안 나지만, 싸면 몇 만 원대도 있었던 걸로 기억해요.",0
"네, 딸기도 있고 여러 가지 있어요.",수박은 진짜가 붙어있네요!,0
저도 기대하고 있어요! 2주 기다리면 받을 수 있대요. 아이고 머리 아파요.,생각보다 시간이 좀 걸리는군요. 도안이 예뻐서 잘 나올 거라 확신합니다!,0
힘내세요.,,0
"좋아요. 한 번 열심히 걸어볼게요! 집 갈 거예요, 집.","네! 전에 늦게 가서 버스 출발하는 거 신호등 쪽에서 뛰다가 멈추고 허망하게 보니까 기사님이 신호 기다리면서 문 열어주셨어요. 탄다고 어필해야 열어준다고, 평일 오후 차는 사람이 없어서 기사님들은 한 명이라도 더 태워야 이득이니까요! 탈 수 있을 거예요! ",0
